ID,STANDARD_VALUE,smiles
P47900,-0.903,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=C(C=C4)OC)C(F)(F)F
P47900,-3.24,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)C(=O)N
P47900,-2.146,CC1=NN(C(=C1)OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C4=CC=CC=C4Cl
P47900,-2.629,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
P47900,-2.314,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)Cl
P47900,-2.233,C1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC(=C3)C(F)(F)F
P47900,-2.064,CC1(CN(C2=C(C=CC(=C21)C3=CC=C(C=C3)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.991,C1CN(CCC1C2=CC=CC=C2OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=CC=C5
P47900,-4.613,C1C(OC(CN1CCP(=O)(O)O)N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
P47900,-0.519,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)C(F)(F)F
P47900,-1.041,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O
P47900,-3.043,CC1(CCN(C2=CC=CC=C21)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)C
P47900,-1.519,CC(C)(C)C1=CC(=CC=C1)OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)F)F
P47900,-1.346,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=C(C=CC(=C4)F)NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-0.978,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)CCCC6
P47900,-0.898,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C(=CC(=C23)Cl)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-2.991,CCSC1=NC2=C(C(=N1)NC)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,-2.559,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)SC
P47900,-1.756,CC(C)(C)C1C2=C(CN1C)C=CC=C2OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-0.857,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(F)(F)F
P47900,0.398,CSC1=NC2=C(C(=N1)N)N=CN2C3C4CC4(C(C3O)O)COP(=O)(O)OP(=O)(O)O
P47900,-3.204,CC1=C(C=C(C=C1)NC(=O)NC2=CC=CC3=C2OC(=C3)C4=CC=CC=C4C(C)C)C(F)(F)F
P47900,-0.602,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,-2.845,CC1(CN(C2=C(C=CC(=C21)Cl)O)C3=CC=CC=C3NC(=O)NC4=NC5=C(S4)N=C(C=C5)Cl)C
P47900,-1.591,CC1(CN(C2=CC=CC=C2O1)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)C
P47900,-1.188,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CC=C(C=C4)Cl)C5=CC=CC=C5NC(=O)NC6=CSC(=N6)C(F)(F)F
P47900,-1.904,CC1(CN(C2=C(C=CC(=C21)C3=CC=C(C=C3)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-1.778,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)C(F)(F)F
P47900,-4.173,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)OP(=O)(O)O
P47900,-1.114,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)OC(F)(F)F
P47900,-1.839,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C(=CC(=C23)Cl)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)OC(F)(F)F
P47900,-2.137,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OCC(C)(C)CN(C)C
P47900,-1.531,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)C4=CC(=CC=C4)CN(C)C)F
P47900,-1.17,CC(C)(C)CN1CCC(CC1)NC(=O)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)C(F)(F)F
P47900,-1.74,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC(=CC=C4)N(C)C
P47900,-2.061,CC1(CN(C2=C(C=CC(=C21)C3=CC=C(C=C3)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl)C
P47900,-3.476,C1C(COC(C1OP(=O)(O)O)COP(=O)(O)O)N2C=NC3=C2N=CN=C3N
P47900,-2.356,C1=CC=C2C(=C1)C=C(N2)C3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-0.857,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)C(=O)OC
P47900,-3.215,CNC1=NC=NC2=C1N=CN2C3CC(C(OC3)COP(=O)(O)O)OP(=O)(O)O
P47900,-3.778,CCC1C(C(C2=CC=CC=C2N1C(=O)NC3=CC=C(C=C3)OC)NC4=CC=CC=C4)C
P47900,-2.906,CNC1=NC(=NC2=C1N=CN2C3CC(C3COP(=O)(O)O)OP(=O)(O)O)Cl
P47900,-1.362,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)Cl)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)OC(F)(F)F
P47900,-1.35,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)CN(CC6)C(=O)C(F)(F)F
P47900,0.432,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-1.69,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NC=C(N=C5)C6=CC=CC=C6
P47900,-2.982,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C4=CC=CC=C4OC
P47900,-0.699,C1C2C1(C(C(C2N3C=NC4=C3N=C(N=C4N)Cl)O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
P47900,-2.906,C1=NC2=C(N1C3C(C(C(O3)COP(=S)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(N=C2N)Cl
P47900,-1.431,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC=C(C=C4)N(C)C
P47900,-3.519,C1CN(CCC12CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)CC6=CC=CC=C6
P47900,-2.27,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=CC=C4)C(=O)N(C)C
P47900,-1.468,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=C(C=C(C=C4)C#N)NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-3.839,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)C#N
P47900,-2.919,C1CCN(C2=CC=CC=C2C1)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-2.146,CC1=C(ON=C1C)NS(=C)(=C)C2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl
P47900,-1,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)C5CCCCC5
P47900,-3.638,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
P47900,-5,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC(=CC(=C3)F)F
P47900,-1.89,CC1=NC2=C(C(=N1)NC)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,-1.778,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NOC(=C5)C6=CC=C(C=C6)C(F)(F)F
P47900,-4.469,C1C2C1(CC(C2COP(=O)(O)O)OP(=O)(O)O)N3C=NC4=C3N=CN=C4N
P47900,-2.699,CCC1C(C(C2=CC=CC=C2N1C(=O)NC3=CC(=CC(=C3)OC)OC)NC4=CC=CC=C4)C
P47900,-0.903,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CN=C(C=C5)C(F)(F)F
P47900,-3.276,C1C2C1(C(C(C2N3C=NC4=C3N=C(N=C4N)Cl)O)O)COP(=O)(O)O
P47900,-3.2,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)OP(=O)(O)O
P47900,-1.364,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)Cl)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-1.886,CCC1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)F)F
P47900,-2,CC1=NN(C(=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)C(C)(C)C)C4=CC=CC=C4Cl
P47900,-3.716,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=NC=C(C=C4)C(C)C
P47900,-1.778,CCCCCCSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
P47900,1.398,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C#N)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-1.322,COC1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC(=C3)C(F)(F)F
P47900,-0.663,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC(=C3)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-0.748,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=C(C=CC=N4)NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-0.903,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(=O)OC)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)C(F)(F)F
P47900,-2.107,C1=CC(=CC(=C1)OC2=C(C=CC=N2)NC(=O)NC3=CC(=CC=C3)Cl)C(F)(F)F
P47900,-2.757,C1=CC(=CC(=C1)OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)C#N)C(F)(F)F
P47900,-2.413,CC(C)(C)CN1CCC2(CC1)CCN(C3=CC=CC=C23)C4=CC=CC=C4NC5=NC6=C(N5)C=C(C=C6)C(C)(C)C
P47900,-2.884,C1=NC2=C(N1C3C(C(C(O3)COP(=S)(O)OP(=O)(O)O)O)O)N=C(N=C2N)Cl
P47900,-1.279,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC(=CC(=C6)Cl)Cl
P47900,-1.462,CC(C)(C)CN1CC2=C(C1)C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-0.806,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=NC=CS5
P47900,-1.614,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CN=C(C=C4)C(F)(F)F)C5=CC=CC=C5NC(=O)NC6=NC7=C(S6)C=C(C=C7)F
P47900,-2.74,CCC1C(C(C2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)OC(F)(F)F)NC4=CC=CC=C4)C
P47900,-1.158,CC(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C#N)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-3.426,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)I
P47900,-0.602,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC=C3O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-3.104,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=S)(O)O)O)O
P47900,-2.114,CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=C(C(=NO3)C)C)C
P47900,-2.783,C1=CC(=CC(=C1)OC2=C(C=CC=N2)NC(=O)NC3=CC(=CC=C3)F)C(F)(F)F
P47900,-2.792,CCCN1CCC2=C(C1)C=CC=C2OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-1.279,CCOC(=O)C1=C(N=C(S1)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)Cl)C(F)(F)F
P47900,-2.677,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)SCC=C
P47900,-1.204,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)C(F)(F)F
P47900,-3.477,C1=CC(=CC=C1CCSC2=NC3=C(C(=N2)N)N=CN3C4C(C(C(O4)COP(=O)(O)O)O)O)[N+](=O)[O-]
P47900,-1.97,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)C#C
P47900,-2.243,CC1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)NC3=CC=CC=C3C(C)(C)C
P47900,-0.531,CCN(CC)S(=O)(=O)C1=C2C(=C(C=C1)O)N(CC23CCN(CC3)CC(C)(C)C)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-2.021,CC1(CN(C2=C(C=CC(=C21)C3=CC=C(C=C3)Cl)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-2.748,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC
P47900,-3.643,C1=CC=C(C(=C1)C2=CC3=C(O2)C(=CC=C3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)C(F)(F)F
P47900,-4.398,CCC1C(C(C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)NC4=CC=CC=C4)C
P47900,-1.38,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
P47900,-1.23,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)C4=CC=CC=C4CN(C)C)F
P47900,-3.398,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NCC(O3)C4=CC=CC=C4
P47900,-4.653,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F
P47900,-2.212,CC(C)(CN(C)C)COC1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC=C3[Si](C)(C)C
P47900,-1.362,CSC1=NC2=C(C(=N1)N)N=CN2C3C4CC4(C(C3O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
P47900,-1.954,CCOC(=O)C1=NN=C(S1)NC2=C(N=CC=C2)OC3=CC=CC=C3C(C)(C)C
P47900,-0.544,CCN(CC)S(=O)(=O)C1=C2C(=C(C=C1)O)N(CC23CCN(CC3)CC(C)(C)C)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,0.108,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)I
P47900,-0.898,CC(C)(C)CN1CCC2(CC1)CN(C3=CC=CC=C23)C4=CC=CC=C4NC5=NC(=C(S5)C6=CC=CC=C6)C(F)(F)F
P47900,-0.699,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C#N)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-1.94,CC(C)CN1CCC(CC1)COC2=CC=C(C=C2)NC(=O)NC3=C(N=CC=C3)OC4=CC=CC=C4C(C)(C)C
P47900,-2.146,CCCCCC1=CC=C(C=C1)NC(=O)NC2=CC=CC3=C2OC(=C3)C4=CC=CC=C4C(C)C
P47900,-1.82,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NOC(=C5)C6=CC=CC=C6
P47900,-3.629,CC1(CN(C2=CC=CC=C21)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)C
P47900,-4.279,CNC1=NC=NC2=C1N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
P47900,-1.394,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C#N)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,0.854,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-3.699,CC(C)C1=CC=CC=C1C2=CC3=C(O2)C(=CC=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F
P47900,-0.845,CC1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC=C3C(C)(C)C
P47900,-3.966,CC(C)(C)CN1CCC2(C1)CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-1.732,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)C4=CC=CC=C4CO)F
P47900,-0.778,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)Cl
P47900,-3.642,C1=CC=C(C=C1)CC2OC3C(OC(C3O2)N4C=NC5=C4N=CN=C5N)COP(=O)(O)OP(=O)(O)O
P47900,-2.114,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)Cl
P47900,-3.776,CNC1=NC(=NC2=C1N=CN2C3CC(C(C3)OP(=O)(O)O)COP(=O)(O)O)N
P47900,-2.279,CC(C)(C)CCN1CCC2=C(C1)C=CC=C2OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-1.941,CNC1=NC=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O
P47900,-2.826,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NN=C(S3)C4=CC(=CC=C4)CN(C)C
P47900,-1.13,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)Cl)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-4,CCC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F
P47900,-2.477,CC1(CN(C2=C1C(=CC(=C2O)F)C3=CC=C(C=C3)Cl)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-2.89,C1C2C1(C(C(C2N3C=NC4=C3N=CN=C4N)O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
P47900,-0.58,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)OC
P47900,-2.639,CC1(CN(C2=C(C=CC(=C21)Cl)O)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)C
P47900,-2.193,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)SC
P47900,-1.398,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=NS3)C4=CC=CC=C4
P47900,-1.845,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-0.845,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)F
P47900,-3.151,CCCCC=CC1=NC2=C(C(=N1)NC)N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O
P47900,-1.045,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)CN(CC6)CC(F)(F)F
P47900,-2.924,CNC1=NC(=NC2=C1N=CN2CCC(COP(=O)(O)O)COP(=O)(O)O)Cl
P47900,-1.491,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=CC=C4)C(C)(C)C
P47900,-3.086,CSC1=NC2=C(C(=N1)N)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,-0.806,CC1=C(C=C(C=C1)NC(=O)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)Cl)F
P47900,-0.898,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,-3.124,C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)COP(=O)(O)O)OP(=O)(O)O
P47900,-2.333,CC1=NC(=CS1)NC(=O)NC2=CC=CC=C2N3CC(C4=C(C=CC(=C43)O)C5=CC=C(C=C5)F)(C)C
