ID,STANDARD_VALUE,smiles
P47900,-2.3,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CN=C(C=C4)C(F)(F)F)C5=CC=CC=C5NC(=O)NC6=CC=C(C=C6)OC(F)(F)F
P47900,-1.816,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CN=C(C=C4)C(F)(F)F)C5=CC=CC=C5NC(=O)NC6=NC7=C(S6)C=C(C=C7)Cl
P47900,-1.215,CC(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-1.565,C1CC2=CC=CC=C2N(C1)C3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-3.818,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)Cl
P47900,-1.322,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C#N)C(F)(F)F
P47900,-1.323,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)Br
P47900,-0.477,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C#N)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)C(F)(F)F
P47900,-2.19,C1C(C2CC2(C1OP(=O)(O)O)COP(=O)(O)O)N3C=NC4=C3N=CN=C4N
P47900,-0.903,CC(C)(C)C1=CC=C(C=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC=C3C(C)(C)C
P47900,-0.987,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,-2.425,CCCCCCC1=NC2=C(C(=N1)NC)N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O
P47900,-4.374,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COCP(=O)(O)O)OP(=O)(O)O
P47900,-1.519,CNC1=NC=NC2=C1N=CN2C3C4CC4(C(C3O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
P47900,-3.879,CC(C)(C)CN1CCC2(CC1)CN(C3=C2N=CC=C3)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-3.528,CCCCCCSC1=NC2=C(C(=N1)NC)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,-3.041,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=CC=N5
P47900,1.523,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=CSC(=N5)Cl
P47900,-2.246,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)C4(CC4)CO
P47900,-3.857,CC(C)(C)C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2OC3=CC(=NN3C4=CC=CC=C4)C(=O)OC
P47900,-2.845,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=CC=C4
P47900,-0.982,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=CC=C6
P47900,-0.903,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)COCC6
P47900,-0.869,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)F
P47900,-3.176,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NSC(=N3)C4=CC=CC=C4
P47900,-1.107,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC(=C3O)F)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-2.623,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5N=C(N=C6N)SC)O)O)[O-])O)O
P47900,-0.845,[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)Cl)O)O)OP(=O)(O)O
P47900,-1.412,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)F)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-3.688,C1C(CC(C1COP(=O)(O)O)OP(=O)(O)O)N2C=NC3=C2N=CN=C3N
P47900,0.77,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-3.342,CC(C)(C)C1=CC=CC=C1C2=CC3=C(O2)C(=CC=C3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F
P47900,-1.279,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NOC(=C3)C4=CC=CC=C4
P47900,-3.267,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)N
P47900,-1.362,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=CC(=NO3)C4=CC=CC=C4
P47900,-0.919,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC=C3O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,1.097,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(F)(F)F
P47900,-0.954,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC(=C3O)F)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,-1.75,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CC=C(C=C4)Cl)C5=CC=CC=C5NC(=O)NC6=NC7=C(S6)C=C(C=C7)F
P47900,-1.681,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C(=O)OC
P47900,-2.859,C1C2C1(C(C(C2N3C=NC4=C3N=C(N=C4N)Cl)O)O)COP(=O)(O)O
P47900,-1.653,CC1(CN(C2=C(C=CC(=C21)C3=CC=C(C=C3)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)C6CCCN6CC(C)(C)C)C
P47900,-0.845,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=CC=C4)C(F)(F)F
P47900,-3.517,CCSC1=NC2=C(C(=N1)N)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,0.4,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)I
P47900,-0.964,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)OC(F)(F)F
P47900,-2.314,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)Cl
P47900,-1.114,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)Cl
P47900,-0.954,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)F
P47900,-0.771,C1CCC2(CC1)CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-4.199,CC(C)C1=CC=CC=C1C2=CC3=C(O2)C(=CC=C3)NC(=O)NC4=CC=C(C=C4)N(C)C
P47900,-3.145,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)C4(CC4)CN5CCCC5
P47900,-0.724,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC=C3O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl
P47900,-1.009,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CC=C(C=C4)F)C5=CC=CC=C5NC(=O)NC6=NC7=C(S6)N=C(C=C7)Cl
P47900,-2.301,CCC1=CC=CC=C1N2C(=CC(=N2)C)OC3=CC=CC=C3NC(=O)NC4=CC=C(C=C4)OC(C)C
P47900,-3.531,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=C(C=C5)O
P47900,-2.196,CNC1=NC=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O
P47900,-1.398,CC(C)CN1CCCC1C2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3N4CC(C5=C(C=CC(=C54)O)C6=CC=C(C=C6)F)(C)C
P47900,-1.74,C1CN(CC2=C1C(=CC=C2)OC3=C(C=CC=N3)NC(=O)NC4=CC=C(C=C4)OC(F)(F)F)CC5=CC=CC=C5
P47900,-0.892,CC(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-3.798,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=S)(O)OP(=O)(O)OP(=O)(O)O)O)O
P47900,-3.021,CCC1C(C(C2=CC=CC=C2N1C(=O)NC3=CC(=CC=C3)OC)NC4=CC=CC=C4)C
P47900,-1.158,CC(C)N1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-1.903,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O
P47900,-0.568,CC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C(C=CC(=C64)O)F
P47900,-2.74,CCC1C(C(C2=CC=CC=C2N1C(=O)NC3=CC(=CC=C3)Br)NC4=CC=CC=C4)C
P47900,-1.672,C1=CC=C(C(=C1)NC(=O)NC2=C(N=CC=C2)OC3=CC=CC(=C3)C(F)(F)F)F
P47900,-1.079,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=C(C=C4)OC(F)(F)F)C(F)(F)F
P47900,-2.663,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)([O-])OP(=O)(CP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C5N=C(N=C6N)SC)O)O)[O-])O)O
P47900,-1.568,CSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=S)(O)O)O)O
P47900,-3.19,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)CO)OP(=O)(O)O)I
P47900,-3.288,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)C5=CC=CC=C5
P47900,-3,CCC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Br
P47900,-1.107,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C(=CC(=C23)Cl)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-1.477,CC(C)CN1CCC(CC1)COC2=CC(=C(C=C2)NC(=O)NC3=C(N=CC=C3)OC4=CC=CC=C4C(C)(C)C)F
P47900,-3.021,CCC1C(C(C2=CC=CC=C2N1C(=O)C3=CC=C(C=C3)[N+](=O)[O-])NC4=CC=CC=C4)C
P47900,-1.352,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)C4=CC=C(C=C4)F)C5=CC=CC=C5NC(=O)NC6=CC=C(C=C6)OC(F)(F)F
P47900,-0.519,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=C(C=CC=N4)NC(=O)NC5=CC=C(C=C5)C(C)(C)C
P47900,-2.79,CNC1=NC(=NC2=C1N=CN2CC(CP(=O)(O)O)CP(=O)(O)O)Cl
P47900,-1.114,CC(C)C1=NC(=CS1)NC(=O)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)Cl
P47900,-1.104,CC(C)CN1CCC(CC1)C2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C4C(=CC(=C6Cl)F)O
P47900,-2.508,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=C(C=C(C=C3)CN(C)C)F
P47900,0.824,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(=O)OC)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-4.431,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC(=CC(=C3)Cl)Cl
P47900,-2.314,CNC1=NC(=NC2=C1N=CN2C3CC(C4(C3C4)COP(=O)(O)O)OP(=O)(O)O)[Se]C
P47900,-1.176,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC5=NN=C(S5)C6=CC=C(C=C6)F
P47900,-2.316,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=CC=C4)C(C)(C)CC(=O)O
P47900,-3.724,CC(C)N1CCC2(CC1)CN(C3=CC=CC=C23)C4=C(C=CC=N4)NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-0.875,CC(C)C1=NSC(=N1)NC(=O)NC2=CC=CC=C2N3CC4(CCN(CC4)CC(C)(C)C)C5=C(C=CC(=C53)O)C(F)(F)F
P47900,-2.995,CC(C)N1CCC(CC1)COC2=CC(=C(C=C2)NC(=O)NC3=C(N=CC=C3)OC4=CC=CC=C4C(C)(C)C)F
P47900,-3.08,C1CCC2(C1)CN(C3=CC=CC=C23)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-1.877,CC1(CN(C2=C1C(=C(C=C2O)F)C3=CN=C(C=C3)C(F)(F)F)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F)C
P47900,-2.638,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC=CC=C4O)C(F)(F)F
P47900,-0.863,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CSC(=C5)Cl
P47900,-3.255,C1=CC=C(C=C1)OC2=C(C=CC(=C2)Cl)NC(=O)NC3=CC(=C(C=C3)Cl)Cl
P47900,-0.568,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C#N)O)C4=CC=CC=C4NC(=O)NC5=CSC(=N5)Cl
P47900,-0.934,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)F)O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl
P47900,-1.061,CC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3N4CC5(CCN(CC5)CC(C)(C)C)C6=C4C(=CC(=C6Cl)F)O
P47900,-3.69,C1=CC(=C(C=C1NC(=O)NC2=CC(=CC(=C2)Cl)Cl)Cl)Cl
P47900,-1.447,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6=C(C=CC(=C6)F)Cl
P47900,-2.559,CNC1=NC(=NC2=C1N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O)SC
P47900,-2.191,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NN=C(S5)C6CCOCC6
P47900,-1.204,CC(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC(=O)NC3=CC=C(C=C3)OC(F)(F)F
P47900,-2.652,CCCSC1=NC2=C(C(=N1)NC)N=CN2C3CC(C(O3)COP(=O)(O)O)OP(=O)(O)O
P47900,-1.086,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C(=C(C=C3O)F)Cl)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)N=C(C=C6)Cl
P47900,-1.568,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NC(=CS5)C6=CC=CC=C6
P47900,-1,CCCCCCSC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
P47900,-0.903,CC(C)(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)Cl)O)C4=CC=CC=C4NC5=NC(=NS5)C(C)(C)C
P47900,-4,CC1CN(C2=CC=CC=C2C1NC3=CC=CC=C3)C(=O)C4=CC=C(C=C4)OC
P47900,-1.025,CC(C)CN1CCC2(CC1)CN(C3=C(C=CC(=C23)C(F)(F)F)O)C4=CC=CC=C4NC(=O)NC5=CC=C(C=C5)OC(F)(F)F
P47900,-0.875,CC(C)(C)CN1CCC2(CC1)CN(C3=C2C=CC=C3O)C4=CC=CC=C4NC(=O)NC5=NC6=C(S5)C=C(C=C6)Cl
P47900,-2.29,CC(C)(C)C1=CC=CC=C1OC2=C(C=CC=N2)NC3=NC(=C(S3)C4=CC(=CC=C4)O)C(F)(F)F
P47900,-3.342,Cc1cc(C)c(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1
P47900,-4.009,Nc1ncnc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O
P47900,-2.623,CSc1nc(N)c2ncn(C3OC(COP(=O)([O-])CP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4OC(n5cnc6c(N)nc(SC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-3.867,Nc1nc(Cl)nc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(N)nc(Cl)nc43)C(O)C2O)C(O)C1O
P47900,-6.26,O=S(=O)([O-])c1cc(S(=O)(=O)O)c2c(N=C([O-])c3ccc(F)c(N=C([O-])c4cccc(NC([O-])=Nc5cccc(C([O-])=Nc6cc(C([O-])=Nc7ccc(S(=O)(=O)O)c8cc(S(=O)(=O)O)cc(S(=O)(=O)O)c78)ccc6F)c5)c4)c3)ccc(S(=O)(=O)O)c2c1
P47900,-3.009,CSc1nc(N)c2ncn(C3OC(COP(=O)([S-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])OP([O-])(=S)OCC4OC(n5cnc6c(N)nc(SC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-3.954,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])CP(=O)([O-])OP(=O)([O-])CP(=O)([O-])OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O
P47900,-3.462,Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Nc3nc(Cl)nc(Nc4ccccc4S(=O)(=O)[O-])n3)c(S(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O
P47900,-3.35,Nc1nc(Br)nc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(N)nc(Br)nc43)C(O)C2O)C(O)C1O
P47900,-2.663,CSc1nc(N)c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])CP(=O)([O-])OP(=O)([O-])OCC4OC(n5cnc6c(N)nc(SC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-4.462,CSc1nc(N)c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])C(Cl)P(=O)([O-])OP(=O)([O-])OCC4OC(n5cnc6c(N)nc(SC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-3.294,CNc1ncnc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(NC)ncnc43)C(O)C2O)C(O)C1O
P47900,0.4,CSc1nc(N)c2ncn(C3C(O)C(O)C4(COP(=O)([O-])OP(=O)([O-])[O-])CC34)c2n1
P47900,-3.799,CCCSc1nc(N)c2ncn(C3OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC4OC(n5cnc6c(N)nc(SCCC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-3.423,Nc1nc(I)nc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(N)nc(I)nc43)C(O)C2O)C(O)C1O
P47900,-2.706,CNc1ncnc2c1ncn2C1CC(OP(=O)([O-])[O-])C(COP(=O)(O)O)O1
P47900,-2.556,CNc1nc(SC)nc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(NC)nc(SC)nc43)C(O)C2O)C(O)C1O
P47900,-3.332,CSc1nc(N)c2ncn(C3OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC4OC(n5cnc6c(N)nc(SC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-3.944,CCCNc1ncnc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(NCCC)ncnc43)C(O)C2O)C(O)C1O
P47900,-3.69,CSc1nc(N)c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4OC(n5cnc6c(N)nc(SC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-4.477,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])CP(=O)([O-])OP(=O)([O-])CP(=O)([O-])OCC2OC(n3cnc4c(N)ncnc43)CC2O)O1
P47900,-2.204,CSc1nc(N)c2ncn(C3OC(COP(=O)([S-])OP(=O)([O-])OP(=O)([O-])OP([O-])(=S)OCC4OC(n5cnc6c(N)nc(SC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-3.982,CCSc1nc(N)c2ncn(C3OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC4OC(n5cnc6c(N)nc(SCC)nc65)C(O)C4O)C(O)C3O)c2n1
P47900,-3.716,Nc1nc(SCCC(F)(F)F)nc2c1ncn2C1OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC2OC(n3cnc4c(N)nc(SCCC(F)(F)F)nc43)C(O)C2O)C(O)C1O
P47900,-3.624,CCCCCSc1nc(N)c2ncn(C3OC(COP(=O)([S-])OP(=O)([O-])C(Cl)P(=O)([O-])OP([O-])(=S)OCC4OC(n5cnc6c(N)nc(SCCCCC)nc65)C(O)C4O)C(O)C3O)c2n1
